[LOG] ➡️ Chosen Word: 'Rajah' | Target POS: N/A | Chosen POS: PROPN
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'nothing' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'but' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'wave' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'say' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'wonder' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'that' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'we' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'can' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'help' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'find' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'conceal' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'tunneling' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'but' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'love' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'already' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'heavy' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'stick' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'with' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'sentry' | Target POS: N/A | Chosen POS: NOUN
Generated Text:
I looked at my friends, exhaustion and fear etched into their faces. Last though uncertainty could be concern her sympathy evince for such as little devil worshiper. Obvious design be play with short and the less the present when pop he stand in the warehouse. Tale be nothing but I cry he nothing but a wave I say he wonder that we have. Everything pack can help find to conceal tunneling but love be already a heavy stick with a sentry.
Loaded existing model.
[LOG] ➡️ Chosen Word: 'instead' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'pocket' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'handkerchief' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'movement' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'expression' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'while' | Target POS: N/A | Chosen POS: SCONJ
[LOG] ➡️ Chosen Word: 'she' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'could' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'sense' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[SKIP] Not a complete thought: Your interest instead of a pocket handkerchief be a movement of the expression while she could sense a.
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'forget' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'that' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'could' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'not' | Target POS: N/A | Chosen POS: PART
[LOG] ➡️ Chosen Word: 'go' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'back' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'what' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'only' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'fellow' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'find' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'they' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'go' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'back' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'you' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'think' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'that' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'moment' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'lose' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'sight' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'press' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'contrary' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'suddenly' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'whole' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'life' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'but' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'little' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'less' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'certain' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'that' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'preparation' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'all' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'about' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'stop' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'smoke' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'this' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'idea' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'which' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'might' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
Generated Text:
I looked at my friends, exhaustion and fear etched into their faces. Assumption then it to forget that I could not go back to what I have. I gently it only fellow find they go back to you think that moment to. Boswell it is lose sight press it the contrary he suddenly the whole life but the. Everything around a little less certain that preparation all about stop smoke this idea which might have.
Loaded existing model.
[LOG] ➡️ Chosen Word: 'this' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'we' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'get' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'too' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'will' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'know' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'but' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'perfectly' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'safe' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'they' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'unexpected' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'turn' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'this' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'spirit' | Target POS: N/A | Chosen POS: PROPN
[LOG] ➡️ Chosen Word: 'they' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'my' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'own' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'agenda' | Target POS: N/A | Chosen POS: PROPN
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'this' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'mysterious' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'business' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'process' | Target POS: N/A | Chosen POS: NOUN
[SKIP] Not a complete thought: Hookah an unexpected turn it this spirit they to my own agenda I this mysterious business to process.
[LOG] ➡️ Chosen Word: 'July' | Target POS: N/A | Chosen POS: PROPN
[LOG] ➡️ Chosen Word: '1851' | Target POS: N/A | Chosen POS: NUM
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'chill' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'run' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'backward' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'and' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'out' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'what' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'visual' | Target POS: N/A | Chosen POS: ADJ
[WARN] Combined scores zero. Fallback to uniform distribution.
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'one' | Target POS: N/A | Chosen POS: NUM
[LOG] ➡️ Chosen Word: 'way' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'which' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'she' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'say' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'and' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'when' | Target POS: N/A | Chosen POS: SCONJ
[LOG] ➡️ Chosen Word: 'they' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'think' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'however' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'gang' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'carry' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'you' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'you' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'not' | Target POS: N/A | Chosen POS: PART
[LOG] ➡️ Chosen Word: 'know' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'who' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'seem' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'turn' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'our' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'way' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'back' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'try' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'they' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'but' | Target POS: N/A | Chosen POS: CCONJ
Generated Text:
I looked at my friends, exhaustion and fear etched into their faces. Chimney of this we have get too will know but I perfectly safe they. Be date July 1851 a chill run backward and out what is a visual of one way. In 1871 which she says he and when they think it however a gang carry he. All man you not know who seem to turn our way back I am try they but.
Loaded existing model.
[LOG] ➡️ Chosen Word: 'need' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'most' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'attractive' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'you' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'this' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'afraid' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'escape' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'through' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'those' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'instead' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'his' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'man' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'go' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'south' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'but' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'not' | Target POS: N/A | Chosen POS: PART
[LOG] ➡️ Chosen Word: 'just' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'walk' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'home' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[SKIP] Not a complete thought: Proceeding and instead of his man go south it but not just walk home he is.
[LOG] ➡️ Chosen Word: 'credit' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'on' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'other' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'why' | Target POS: N/A | Chosen POS: SCONJ
[LOG] ➡️ Chosen Word: 'any' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'one' | Target POS: N/A | Chosen POS: NUM
[LOG] ➡️ Chosen Word: 'or' | Target POS: N/A | Chosen POS: CCONJ
[LOG] ➡️ Chosen Word: 'no' | Target POS: N/A | Chosen POS: INTJ
[LOG] ➡️ Chosen Word: 'doubt' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'therefore' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'it' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'over' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[SKIP] Not a complete thought: Or official credit is on the other why any one or no doubt therefore it is over I.
[LOG] ➡️ Chosen Word: 'Jake' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'tell' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'we' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'should' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'think' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'I' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'could' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'be' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'live' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'quietly' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'just' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'then' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'a' | Target POS: N/A | Chosen POS: PRON
[SKIP] Not a complete thought: Smart thinking Jake I tell we I should think he I could be live quietly just then a.
[LOG] ➡️ Chosen Word: 'agony' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'so' | Target POS: N/A | Chosen POS: ADV
[LOG] ➡️ Chosen Word: 'inexplicable' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'mention' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'as' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'in' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'great' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'doubt' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'as' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'those' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'who' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'have' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'touch' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'their' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'you' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'they' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'will' | Target POS: N/A | Chosen POS: AUX
[LOG] ➡️ Chosen Word: 'not' | Target POS: N/A | Chosen POS: PART
[LOG] ➡️ Chosen Word: 'appear' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'to' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'consult' | Target POS: N/A | Chosen POS: VERB
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'scene' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'of' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'building' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'except' | Target POS: N/A | Chosen POS: SCONJ
[LOG] ➡️ Chosen Word: 'for' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'business' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'extent' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: '

' | Target POS: N/A | Chosen POS: SPACE
[LOG] ➡️ Chosen Word: 'the' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'safe' | Target POS: N/A | Chosen POS: ADJ
[LOG] ➡️ Chosen Word: 'for' | Target POS: N/A | Chosen POS: ADP
[LOG] ➡️ Chosen Word: 'while' | Target POS: N/A | Chosen POS: SCONJ
[LOG] ➡️ Chosen Word: 'his' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'secretary' | Target POS: N/A | Chosen POS: NOUN
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
[LOG] ➡️ Chosen Word: 'he' | Target POS: N/A | Chosen POS: PRON
